url,id,make,model,price,year,type,status,mileage,trim,scraped_at,address,city,state,zip,mpg_city,mpg_hwy,cylinders_count,engine,horsepower,torque,fuel_type,drivetrain,color,transmission,doors,seats,vin,stock_number,curb_weight,msrp,displacement
https://www.carvana.com/vehicle/2026989,2026989,Kia,Forte,20990,2020,Sedan,Available,16273,LXS Sedan 4D,2021-10-09 13:29:21,1951 Morgan Rd,Bessemer,AL,35022,29.0,40.0,4.0,"4-Cyl, 2.0 Liter",147.0,132.0,Gas,FWD,Gray,"Automatic, IVT",4,5,3KPF24AD1LE233233,2001309750,2903.0,20255,2.0
https://www.carvana.com/vehicle/1952670,1952670,Hyundai,Elantra,16990,2016,Sedan,Available,50260,SE Sedan 4D,2021-10-09 13:29:24,63 Pierce Rd,Winder,GA,30680,28.0,38.0,4.0,"4-Cyl, 1.8 Liter",145.0,130.0,Gas,FWD,Black,"Auto, 6-Spd Shiftronic",4,5,KMHDH4AE1GU645766,2001216540,2818.0,19085,1.8
https://www.carvana.com/vehicle/1821082,1821082,Honda,Civic,21990,2019,Sedan,Available,38137,LX Sedan 4D,2021-10-09 13:29:26,1925 Concord Pkwy S,Concord,NC,28027,30.0,38.0,4.0,"4-Cyl, i-VTEC, 2.0 Liter",,,Gas,FWD,Gray,"Automatic, CVT",4,5,2HGFC2F68KH596743,2000988870,2771.0,21305,
https://www.carvana.com/vehicle/2003960,2003960,Ford,Escape,21990,2016,SUV,Available,45799,Titanium Sport Utility 4D,2021-10-09 13:29:29,1925 Concord Pkwy S,Concord,NC,28027,21.0,28.0,4.0,"4-Cyl, EcoBoost, 2.0T",240.0,270.0,Gas,4WD,White,"Auto, 6-Spd SelectShift",4,5,1FMCU9J98GUB78658,2001283162,3678.0,33345,2.0
https://www.carvana.com/vehicle/1847570,1847570,Kia,Sportage,20990,2018,SUV,Available,47481,LX Sport Utility 4D,2021-10-09 13:29:31,63 Pierce Rd,Winder,GA,30680,21.0,25.0,4.0,"4-Cyl, GDI, 2.4 Liter",,,Gas,AWD,Brown,"Automatic, 6-Spd w/Overdrive & Sportmatic",4,5,KNDPMCAC2J7348422,2001061820,3305.0,24590,
https://www.carvana.com/vehicle/1959786,1959786,Ford,Focus,24590,2016,Hatchback,Available,35423,ST Hatchback 4D,2021-10-09 13:29:34,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,22.0,31.0,4.0,"4-Cyl, EcoBoost, 2.0T",,,Gas,FWD,Blue,"Manual, 6-Spd",4,5,1FADP3L96GL404833,2001228747,3223.0,25795,2.0
https://www.carvana.com/vehicle/2035863,2035863,Toyota,Tacoma Access Cab,22990,2012,Truck,Available,54527,Pickup 4D 6 ft,2021-10-09 13:30:43,1925 Concord Pkwy S,Concord,NC,28027,,,4.0,"4-Cyl, 2.7 Liter",159.0,180.0,Gas,2WD,White,"Automatic, 5-Spd",4,4,5TFTX4CN0CX016783,2001323553,3625.0,21665,2.7
https://www.carvana.com/vehicle/1997555,1997555,Toyota,RAV4,22990,2017,SUV,Available,71930,XLE Sport Utility 4D,2021-10-09 13:30:45,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,23.0,30.0,4.0,"4-Cyl, 2.5 Liter",176.0,172.0,Gas,FWD,Purple,"Automatic, 6-Spd",4,5,2T3WFREV3HW330983,2001285731,3605.0,28219,2.5
https://www.carvana.com/vehicle/2032526,2032526,Kia,Rio,16990,2017,Sedan,Available,6707,LX Sedan 4D,2021-10-09 13:30:48,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,27.0,36.0,4.0,"4-Cyl, 1.6 Liter",138.0,123.0,Gas,FWD,Silver,"Automatic, 6-Spd",4,5,KNADM4A35H6025990,2001304632,2573.0,16290,1.6
https://www.carvana.com/vehicle/2035997,2035997,Nissan,Kicks,21990,2019,SUV,Available,12667,S Sport Utility 4D,2021-10-09 13:30:51,1925 Concord Pkwy S,Concord,NC,28027,31.0,36.0,4.0,"4-Cyl, 1.6 Liter",122.0,114.0,Gas,FWD,Black,"Auto, CVT Xtronic",4,5,3N1CP5CU9KL522512,2001323059,2639.0,19735,1.6
